grid_id,cx,cy,max_rank,max_depth_cm,flood_ratio,exposure,priority
G03205,126.974338,37.401719,1.0,20.0,0.9091,1.1091,1.1091
G04172,126.912144,37.414332,4.0,100.0,0.3087,1.1087,1.1087
G01949,126.957376,37.386404,1.0,20.0,0.9084,1.1084,1.1084
G03052,126.966422,37.399917,3.0,60.0,0.5081,1.1081,1.1081
G03495,126.972076,37.405323,3.0,60.0,0.5041,1.1041,1.1041
G02282,126.92119,37.390908,4.0,100.0,0.3038,1.1038,1.1038
G02870,126.925714,37.398116,3.0,60.0,0.5016,1.1016,1.1016
G04030,126.916667,37.41253,1.0,20.0,0.8982,1.0982,1.0982
G02441,126.935891,37.39271,2.0,40.0,0.6955,1.0955,1.0955
G03373,126.916667,37.404422,1.0,20.0,0.8894,1.0894,1.0894
G04132,126.94946,37.413431,3.0,60.0,0.4876,1.0876,1.0876
G03054,126.968684,37.399917,2.0,40.0,0.687,1.087,1.087
G03666,126.917798,37.408025,3.0,60.0,0.4851,1.0851,1.0851
G02245,126.961899,37.390007,1.0,20.0,0.8842,1.0842,1.0842
G02538,126.96303,37.393611,1.0,20.0,0.884,1.084,1.084
